,company_name,title,med_salary,formatted_work_type,formatted_experience_level,location,remote_allowed,applies,views
1040,Cloudious LLC,SAP Data Product Manager With Scrum,0,Contract,Mid-Senior level,United States,True,0,68
1041,Alpha Silicon,Salesforce (Omnichannel) Business Analyst (100% Remote),0,Full-time,Mid-Senior level,United States,True,95,290
1042,Zimmer Biomet,Senior Financial Analyst,0,Full-time,Mid-Senior level,"Warsaw, IN",False,21,53
1043,D&H Distributing,"Analyst, FP&A",0,Full-time,Associate,Greater Harrisburg Area,False,18,37
1044,REDLEO SOFTWARE INC.,Integration Informatica Lead Data Architect with Healthcare/Pharma Background,0,Contract,Mid-Senior level,United States,True,50,186
1045,"Finer Recruiting, LLC",Investment Analyst,0,Full-time,Associate,New York City Metropolitan Area,False,244,879
1046,Magnit,Business Support Analyst,0,Contract,Associate,"California, United States",True,0,1069
1047,Galactic Minds INC,Product Analyst,0,Contract,Mid-Senior level,"McLean, VA",False,0,49
1048,Addison Group,Senior Financial Analyst,0,Full-time,Mid-Senior level,"Garland, TX",False,41,104
1049,RIIM,FACETS Business Analyst,0,Contract,Mid-Senior level,"Dallas, TX",True,0,335
1050,Covenant Technologies,Business Analyst,0,Contract,Mid-Senior level,United States,True,419,899
1051,NLB Services,ISU Data Conversion Lead ,0,Contract,Mid-Senior level,United States,True,8,68
1052,ClifyX,GCP Data lead/Architect,0,Contract,Mid-Senior level,"Milwaukee, WI",False,21,72
1053,NetApp,Senior Financial Analyst,0,Full-time,Mid-Senior level,Raleigh-Durham-Chapel Hill Area,False,33,109
1054,Huxley,Software Data Engineer (Scala/Python),0,Full-time,Entry level,"Chicago, IL",False,116,275
1055,Capco Energy Solutions,Quality Assurance Analyst,0,Full-time,Mid-Senior level,"Houston, TX",False,66,188
1056,Tata Technologies,CAN Data Log Engineer,0,Full-time,Mid-Senior level,"Foster City, CA",False,3,75
1057,Non-Profit Organization,"Senior Manager, Data Architecture and Data Engineering    ",0,Full-time,N/A,Greater Philadelphia,False,22,23
1058,Malibu Boats,IT Senior Business Analyst,0,Full-time,Associate,"Loudon, TN",False,11,44
1059,Blue Health Intelligence,Product Analyst,0,Full-time,Mid-Senior level,United States,True,110,501
1060,Anblicks, Cloud/Data Architect,0,Full-time,Mid-Senior level,"Dallas, TX",False,19,92
1061,Quantum World Technologies Inc.,100% Remote _ Azure Data Architect  _ Immediate Interview !!!,0,Contract,Mid-Senior level,United States,True,0,263
1062,Top Stack,"Fantastic Position! 100% Remote, Network Security Analyst (Full-Time, Salaried)",0,Full-time,Mid-Senior level,United States,True,214,808
1063,Robert Walters,"Credit Analyst, Banks and Broker-Dealers",0,Full-time,Director,"New York, NY",False,39,230
1064,Nemours,"Imaging Informatics, Cardiology - Analyst",0,Full-time,N/A,"Wilmington, DE",False,3,37
1065,Cloud and Things,Business Analyst,0,Full-time,Mid-Senior level,"Albany, New York Metropolitan Area",False,21,37
1066,"ActiveSoft, Inc",Data Engineer,0,Contract,Mid-Senior level,United States,True,0,362
1067,Digitive,Business Systems Analyst,0,Contract,Mid-Senior level,United States,True,172,462
1068,bp,Compliance Solution Developer Analyst,0,Full-time,Entry level,Greater Houston,False,0,60
1069,At Home Group Inc.,Financial Analyst,0,Full-time,Entry level,"Coppell, TX",False,52,167
1070,Frederick Fox,Treasury Analyst,0,Full-time,Mid-Senior level,"Glendale, CA",False,0,94
1071,VF Corporation,"Senior Analyst, FP&A Digital Technology",0,Full-time,Associate,"Appleton, WI",False,3,26
1072,Top Stack,Long Term Contract - Business Intelligence Analyst (Hybrid),0,Full-time,Associate,"Philadelphia, PA",False,88,170
1073,Kenvue,"Sr Analyst, NA Marketing Technology",0,Full-time,Associate,"Skillman, NJ",False,4,44
1074,Point & Pay,Financial Operations Analyst,0,Full-time,N/A,United States,True,51,200
1075,Equifax,Data Engineer,0,Full-time,Mid-Senior level,"Atlanta, GA",False,77,316
1076,Agile Datapro,Data Science & AI - ML Internship,0,Internship,Internship,San Francisco Bay Area,False,188,566
1077,Marsh McLennan Agency,Employee Health & Benefits Marketing Analyst (MMA Bouchard),0,Full-time,Entry level,"Clearwater, FL",False,2,28
1078,"Solve IT Strategies, Inc.",Data Engineer (W2 ONLY),0,Contract,Mid-Senior level,United States,True,0,249
1079,Kenvue,"Sr Analyst, NA Marketing Technology",0,Full-time,Associate,Nashville Metropolitan Area,False,2,40
1080,Wellabe,Actuary Analyst- Hybrid,0,Full-time,Mid-Senior level,"Des Moines, IA",False,6,62
1081,North American Bancard,Financial Operations Analyst,0,Full-time,N/A,"Troy, MI",False,12,70
1082,Anblicks,Cloud/Data Architect,0,Full-time,Mid-Senior level,"Dallas, TX",False,12,60
1083,Toyota North America,Analyst – PC North American Parts Ordering,0,Full-time,N/A,"Georgetown, KY",False,7,63
1084,Toyota North America,Analyst – Assembly Line Control (ALC),0,Full-time,N/A,"Georgetown, KY",False,1,34
1085,Teachstone,CLASS Data Assessor,0,Contract,Associate,"Virginia, United States",False,7,28
1086,Baker McKenzie Tampa Center,Conflicts Analyst,0,Full-time,Associate,"Tampa, FL",False,0,0
1087,"University of California, San Francisco",Financial Analyst,0,Full-time,N/A,"San Francisco, CA",False,5,62
1088,Levy Search,Senior Data Scientist,0,Full-time,Director,"Chicago, IL",True,136,305
1089,springheadtechnologies,Senior Data Analyst (Onsite),0,Contract,Mid-Senior level,"Plano, TX",False,195,365
1090,CreateMe,Service Desk Analyst,0,Temporary,N/A,United States,True,43,207
1091,Intellisoft Technologies,GIS Data Architect,0,Contract,Mid-Senior level,"Austin, TX",False,0,22
1092,AccruePartners,Pricing Data Analyst,0,Full-time,Entry level,"Charlotte, NC",False,57,195
1093,Evalueserve,Investment Banking Analyst,0,Full-time,Entry level,"Alpharetta, GA",False,172,456
1094,Teachstone,CLASS Data Assessor,0,Contract,Associate,"Pittsylvania County, VA",False,4,30
1095,Marathon Cheese Corporation,Cost Analyst,0,Full-time,Associate,"Marathon City, WI",False,8,53
1096,Baker McKenzie Tampa Center,Conflicts Analyst,0,Full-time,Associate,"Tampa, FL",False,15,195
1097,Molex,Molex Analyst (Finance) Intern,0,Full-time,Internship,"Lisle, IL",False,13,72
1098,Teachstone,CLASS Data Assessor,0,Contract,Associate,"Newport News City County, VA",False,5,17
1099,SMX,Senior Financial Analyst (2599),0,Full-time,Mid-Senior level,"Huntsville, AL",False,0,11
1100,WVU Medicine,Reimbursement Analyst-Remote,0,Full-time,Entry level,"Core, WV",False,2,20
1101,INVISTA,Accounting Analyst,0,Full-time,Entry level,"Wichita, KS",False,1,19
1102,"enLabel Global Services, Inc.",Quality Assurance Analyst,0,Full-time,N/A,Greater Boston,False,23,53
1103,Teachstone,CLASS Data Assessor,0,Contract,Associate,"Chesterfield County, VA",False,5,26
1104,Eastman,Senior Business Intelligence Analyst,0,Full-time,Mid-Senior level,"Kingsport, TN",True,82,244
1105,First Citizens Bank,"Financial Analyst, Treasury Operations Support (Hybrid)",0,Full-time,N/A,"Morristown, NJ",False,21,108
1106,Net2Source Inc.,Basel Business Analyst,0,Contract,Mid-Senior level,"Washington, DC",False,65,218
1107,NBC Sports Next,Data Engineer II - NBC Sports Next,0,Full-time,Mid-Senior level,"Minneapolis, MN",True,92,301
1108,Teachstone,CLASS Data Assessor,0,Contract,Associate,"Virginia Beach City County, VA",False,7,24
1109,First Citizens Bank,Risk Analyst III,0,Full-time,N/A,"Raleigh, NC",True,58,355
1110,Molex,Molex Analyst (Finance) Intern,0,Full-time,Internship,"Hudson, WI",False,2,41
1111,Sila Solutions Group,Privacy Analyst,0,Full-time,Entry level,"Tukwila, WA",False,7,54
1112,DocuSign,Data Engineer,0,Full-time,Entry level,"Seattle, WA",False,86,419
1113,RBW Consulting,Senior Clinical Data Manager,0,Contract,Mid-Senior level,United States,True,108,323
1114,Oracle,Principal Software Engineer - Cloud Data Center,0,Full-time,Mid-Senior level,Greater Seattle Area,False,15,137
1115,Aeyon,Strategic Management Analyst-1910,0,Full-time,Mid-Senior level,"Arlington, VA",False,27,141
1116,Basin Electric Power Cooperative,Accounting Analyst I or II (AP),0,Full-time,Associate,"Bismarck, ND",False,0,15
1117,Compunnel Inc.,Director Data Architect ,0,Contract,Mid-Senior level,"Texas, United States",False,0,93
1118,Oracle,Senior Software Engineer - Cloud Data Center,0,Full-time,Mid-Senior level,"Austin, Texas Metropolitan Area",False,16,165
1119,Savannah River Nuclear Solutions,Business Analyst - Cost Ctrl,0,Full-time,Mid-Senior level,"Aiken, SC",False,12,46
1120,USClaims,CRM Analyst,0,Full-time,N/A,"Delray Beach, FL",False,32,124
1121,Plaxonic,Oracle EBS Techno-Functional Analyst,0,Contract,N/A,"Richmond, VA",False,4,23
1122,Hitachi Energy,AR Analyst,0,Full-time,Mid-Senior level,"Raleigh, NC",False,2,19
1123,Crowe,Senior Business Analyst,0,Full-time,N/A,"Dallas, TX",False,15,65
1124,Crowe,Senior Business Analyst,0,Full-time,N/A,"Cleveland, OH",False,9,31
1125,Crowe,Senior Business Analyst,0,Full-time,N/A,"Fort Lauderdale, FL",False,4,40
1126,Crowe,Senior Business Analyst,0,Full-time,N/A,"Clayton, MO",False,11,39
1127,Crowe,Senior Business Analyst,0,Full-time,N/A,"Tampa, FL",False,8,38
1128,Penn State Health,(REMOTE) Risk Analyst- Enterprise Risk Management,0,Full-time,Mid-Senior level,United States,True,74,514
1129,Hitachi Energy,Finance Analyst,0,Contract,Mid-Senior level,"Crystal Springs, MS",False,7,55
1130,American National,Actuarial Analyst I,0,Full-time,Mid-Senior level,"Galveston, TX",False,0,12
1131,Experian,Senior Compensation Analyst,0,Full-time,Associate,"Costa Mesa, CA",False,5,75
1132,Blankfactor,Senior Data Architect,0,Full-time,Mid-Senior level,"Miami Beach, FL",False,17,50
1133,EPRI,Legal Student Employee - Operations & Data Analyst,0,Part-time,Internship,"Knoxville, TN",False,0,18
1134,Broadridge,Lead Data Management Services Analyst (Hybrid - Flexible Options),0,Full-time,N/A,"Pittsburgh, PA",False,8,34
1135,Bell Flight,Trade Compliance Senior Analyst,0,Full-time,Associate,"Fort Worth, TX",False,3,25
1136,"TalentBurst, an Inc 5000 company",ISR/C2 Analyst,0,Contract,Mid-Senior level,"Nellis AFB, NV",False,0,29
1137,Northern Trust Corporation,Product Analyst,0,Contract,Mid-Senior level,"Chicago, IL",False,18,102
